,Concurso,1ª Dezena,2ª Dezena,3ª Dezena,4ª Dezena,5ª Dezena,6ª Dezena,Ganhadores_Sena,Rateio_Sena
766,707.0,51.0,8.0,1.0,43.0,10.0,36.0,2.0,19919975.72
767,,,,,,,,,
768,708.0,45.0,13.0,39.0,47.0,9.0,7.0,0.0,0.0
769,709.0,29.0,22.0,44.0,9.0,6.0,4.0,0.0,0.0
770,710.0,46.0,25.0,5.0,49.0,39.0,34.0,0.0,0.0
771,711.0,10.0,5.0,41.0,59.0,40.0,33.0,0.0,0.0
772,712.0,35.0,7.0,53.0,58.0,8.0,43.0,0.0,0.0
773,713.0,46.0,1.0,26.0,16.0,12.0,54.0,0.0,0.0
774,714.0,17.0,53.0,39.0,8.0,7.0,35.0,0.0,0.0
775,715.0,54.0,36.0,12.0,4.0,33.0,24.0,3.0,10825809.33
776,,,,,,,,,
777,,,,,,,,,
778,716.0,29.0,2.0,7.0,50.0,16.0,32.0,1.0,945382.75
779,717.0,28.0,35.0,41.0,17.0,6.0,23.0,0.0,0.0
780,718.0,7.0,35.0,21.0,39.0,58.0,33.0,0.0,0.0
781,719.0,39.0,47.0,37.0,53.0,32.0,3.0,0.0,0.0
782,720.0,12.0,56.0,44.0,51.0,31.0,54.0,0.0,0.0
783,721.0,14.0,3.0,23.0,55.0,36.0,25.0,0.0,0.0
784,722.0,60.0,36.0,57.0,18.0,44.0,9.0,0.0,0.0
785,723.0,16.0,6.0,52.0,1.0,36.0,50.0,0.0,0.0
786,724.0,34.0,51.0,55.0,17.0,48.0,27.0,0.0,0.0
787,725.0,49.0,9.0,3.0,35.0,37.0,41.0,2.0,15815987.63
788,,,,,,,,,
789,726.0,40.0,47.0,1.0,5.0,7.0,37.0,0.0,0.0
790,727.0,14.0,42.0,12.0,4.0,59.0,30.0,0.0,0.0
791,728.0,44.0,42.0,13.0,8.0,24.0,32.0,0.0,0.0
792,729.0,33.0,56.0,18.0,57.0,43.0,5.0,1.0,4969519.9
793,730.0,45.0,15.0,2.0,54.0,16.0,50.0,0.0,0.0
794,731.0,35.0,6.0,15.0,23.0,28.0,16.0,0.0,0.0
795,732.0,49.0,19.0,53.0,50.0,17.0,6.0,0.0,0.0
796,733.0,12.0,26.0,31.0,43.0,46.0,2.0,0.0,0.0
797,734.0,44.0,45.0,27.0,29.0,43.0,54.0,1.0,16726569.98
798,735.0,40.0,42.0,15.0,52.0,38.0,9.0,0.0,0.0
799,736.0,1.0,21.0,38.0,41.0,56.0,49.0,0.0,0.0
800,737.0,33.0,12.0,24.0,38.0,11.0,32.0,0.0,0.0
801,738.0,15.0,30.0,14.0,42.0,26.0,54.0,0.0,0.0
802,739.0,6.0,45.0,56.0,49.0,35.0,10.0,0.0,0.0
803,740.0,29.0,47.0,12.0,50.0,16.0,28.0,1.0,26132814.65
804,741.0,26.0,39.0,27.0,24.0,59.0,36.0,0.0,0.0
805,742.0,34.0,17.0,7.0,41.0,2.0,50.0,0.0,0.0
806,743.0,54.0,20.0,32.0,60.0,25.0,23.0,0.0,0.0
807,744.0,26.0,46.0,12.0,23.0,39.0,4.0,0.0,0.0
808,745.0,21.0,57.0,37.0,16.0,43.0,2.0,0.0,0.0
809,746.0,49.0,12.0,10.0,57.0,25.0,1.0,2.0,6995681.58
810,,,,,,,,,
811,747.0,21.0,23.0,56.0,12.0,3.0,2.0,0.0,0.0
812,748.0,1.0,7.0,19.0,51.0,35.0,2.0,0.0,0.0
813,749.0,24.0,47.0,4.0,57.0,48.0,50.0,0.0,0.0
814,750.0,58.0,17.0,54.0,10.0,42.0,33.0,0.0,0.0
815,751.0,4.0,25.0,38.0,50.0,20.0,7.0,0.0,0.0
816,752.0,25.0,4.0,29.0,42.0,24.0,23.0,0.0,0.0
817,753.0,59.0,35.0,43.0,22.0,7.0,2.0,1.0,17388228.32
818,754.0,4.0,42.0,34.0,50.0,3.0,13.0,0.0,0.0
819,755.0,59.0,30.0,47.0,12.0,4.0,49.0,0.0,0.0
820,756.0,37.0,50.0,41.0,5.0,38.0,27.0,0.0,0.0
821,757.0,17.0,32.0,12.0,18.0,58.0,30.0,0.0,0.0
822,758.0,47.0,59.0,1.0,23.0,36.0,43.0,0.0,0.0
823,759.0,59.0,39.0,30.0,31.0,48.0,45.0,0.0,0.0
824,760.0,12.0,17.0,60.0,44.0,46.0,45.0,0.0,0.0
825,761.0,56.0,29.0,17.0,13.0,27.0,40.0,0.0,0.0
826,762.0,39.0,9.0,21.0,12.0,37.0,54.0,0.0,0.0
827,763.0,40.0,47.0,1.0,48.0,9.0,26.0,0.0,0.0
828,764.0,7.0,3.0,55.0,47.0,53.0,45.0,1.0,40539530.9
829,765.0,3.0,37.0,50.0,16.0,30.0,10.0,0.0,0.0
830,766.0,1.0,50.0,19.0,42.0,24.0,58.0,0.0,0.0
831,767.0,22.0,50.0,32.0,38.0,54.0,15.0,0.0,0.0
832,768.0,33.0,37.0,59.0,30.0,4.0,8.0,1.0,21024430.31
833,769.0,20.0,21.0,50.0,29.0,12.0,16.0,0.0,0.0
834,770.0,4.0,34.0,25.0,35.0,48.0,12.0,0.0,0.0
835,771.0,29.0,46.0,34.0,47.0,21.0,14.0,0.0,0.0
836,772.0,38.0,51.0,52.0,60.0,10.0,35.0,0.0,0.0
837,773.0,3.0,5.0,51.0,29.0,34.0,14.0,0.0,0.0
838,774.0,37.0,5.0,54.0,58.0,46.0,10.0,1.0,16319071.08
839,775.0,27.0,12.0,46.0,47.0,42.0,50.0,0.0,0.0
840,776.0,57.0,35.0,60.0,41.0,3.0,15.0,0.0,0.0
841,777.0,14.0,50.0,23.0,2.0,28.0,56.0,0.0,0.0
842,778.0,45.0,20.0,36.0,37.0,31.0,51.0,0.0,0.0
843,779.0,36.0,54.0,52.0,25.0,29.0,26.0,0.0,0.0
844,780.0,10.0,50.0,28.0,51.0,59.0,7.0,0.0,0.0
845,781.0,10.0,54.0,8.0,39.0,56.0,13.0,0.0,0.0
846,782.0,11.0,23.0,59.0,42.0,35.0,2.0,0.0,0.0
847,783.0,43.0,21.0,48.0,8.0,4.0,32.0,1.0,28244624.32
848,784.0,42.0,56.0,8.0,37.0,27.0,53.0,0.0,0.0
849,785.0,35.0,5.0,37.0,8.0,48.0,17.0,1.0,9770979.43
850,786.0,27.0,31.0,26.0,11.0,10.0,41.0,0.0,0.0
851,787.0,37.0,31.0,20.0,60.0,34.0,54.0,0.0,0.0
852,788.0,31.0,57.0,17.0,19.0,29.0,44.0,0.0,0.0
853,789.0,60.0,39.0,31.0,38.0,6.0,50.0,0.0,0.0
854,790.0,22.0,2.0,19.0,28.0,43.0,6.0,0.0,0.0
855,791.0,42.0,35.0,19.0,9.0,14.0,58.0,1.0,12212213.94
856,792.0,43.0,56.0,9.0,45.0,29.0,34.0,0.0,0.0
857,793.0,3.0,51.0,33.0,15.0,16.0,57.0,0.0,0.0
858,794.0,56.0,47.0,55.0,38.0,42.0,3.0,0.0,0.0
859,795.0,14.0,36.0,21.0,29.0,26.0,48.0,0.0,0.0
860,796.0,19.0,24.0,43.0,34.0,39.0,5.0,0.0,0.0
861,797.0,58.0,48.0,52.0,47.0,12.0,6.0,0.0,0.0
862,798.0,32.0,9.0,4.0,52.0,29.0,3.0,0.0,0.0
863,799.0,29.0,35.0,19.0,57.0,42.0,55.0,0.0,0.0
864,800.0,1.0,7.0,56.0,11.0,37.0,38.0,0.0,0.0
865,801.0,20.0,22.0,11.0,19.0,48.0,42.0,0.0,0.0
866,802.0,14.0,24.0,60.0,6.0,18.0,48.0,0.0,0.0
867,803.0,10.0,57.0,28.0,3.0,5.0,21.0,0.0,0.0
868,804.0,13.0,59.0,37.0,56.0,3.0,47.0,1.0,34172202.25
869,805.0,30.0,2.0,48.0,60.0,43.0,36.0,0.0,0.0
870,806.0,60.0,41.0,47.0,26.0,35.0,18.0,0.0,0.0
871,807.0,8.0,27.0,2.0,32.0,56.0,49.0,0.0,0.0
872,808.0,15.0,21.0,31.0,46.0,2.0,57.0,0.0,0.0
873,809.0,25.0,23.0,11.0,5.0,30.0,15.0,0.0,0.0
874,810.0,4.0,33.0,1.0,48.0,5.0,37.0,0.0,0.0
875,811.0,32.0,57.0,28.0,41.0,10.0,47.0,2.0,14597902.39
876,,,,,,,,,
877,812.0,57.0,39.0,54.0,11.0,38.0,13.0,0.0,0.0
878,813.0,23.0,15.0,56.0,46.0,9.0,45.0,0.0,0.0
879,814.0,11.0,2.0,46.0,50.0,8.0,41.0,0.0,0.0
880,815.0,57.0,50.0,9.0,39.0,37.0,19.0,0.0,0.0
881,816.0,21.0,47.0,40.0,52.0,30.0,20.0,0.0,0.0
882,817.0,34.0,43.0,29.0,30.0,10.0,52.0,0.0,0.0
883,818.0,44.0,41.0,22.0,8.0,9.0,25.0,0.0,0.0
884,819.0,51.0,5.0,58.0,46.0,25.0,19.0,0.0,0.0
885,820.0,17.0,45.0,32.0,21.0,10.0,46.0,2.0,13046320.38
886,,,,,,,,,
887,821.0,4.0,29.0,38.0,36.0,33.0,42.0,0.0,0.0
888,822.0,4.0,17.0,41.0,10.0,27.0,52.0,0.0,0.0
889,823.0,15.0,26.0,59.0,1.0,54.0,51.0,0.0,0.0
890,824.0,33.0,48.0,6.0,7.0,20.0,9.0,0.0,0.0
891,825.0,28.0,21.0,40.0,10.0,41.0,47.0,0.0,0.0
892,826.0,45.0,6.0,8.0,7.0,53.0,27.0,0.0,0.0
893,827.0,24.0,56.0,30.0,51.0,42.0,18.0,0.0,0.0
894,828.0,23.0,50.0,53.0,42.0,28.0,38.0,0.0,0.0
895,829.0,32.0,50.0,14.0,47.0,10.0,56.0,0.0,0.0
896,830.0,53.0,51.0,2.0,41.0,13.0,49.0,0.0,0.0
897,831.0,3.0,50.0,48.0,42.0,32.0,33.0,0.0,0.0
898,832.0,17.0,49.0,15.0,33.0,39.0,23.0,1.0,52807317.17
899,833.0,53.0,58.0,57.0,16.0,46.0,13.0,0.0,0.0
900,834.0,44.0,10.0,17.0,16.0,51.0,34.0,1.0,2820323.56
901,835.0,58.0,31.0,57.0,49.0,33.0,18.0,0.0,0.0
902,836.0,28.0,22.0,38.0,17.0,52.0,59.0,0.0,0.0
903,837.0,16.0,5.0,24.0,34.0,6.0,60.0,1.0,25067473.09
904,838.0,9.0,30.0,47.0,38.0,23.0,44.0,0.0,0.0
905,839.0,11.0,18.0,8.0,7.0,37.0,43.0,0.0,0.0
906,840.0,43.0,29.0,35.0,59.0,31.0,17.0,0.0,0.0
907,841.0,36.0,51.0,32.0,22.0,38.0,7.0,0.0,0.0
908,842.0,51.0,44.0,60.0,9.0,7.0,30.0,0.0,0.0
909,843.0,34.0,48.0,1.0,16.0,45.0,36.0,0.0,0.0
910,844.0,54.0,24.0,44.0,57.0,34.0,16.0,0.0,0.0
911,845.0,40.0,48.0,19.0,20.0,14.0,52.0,0.0,0.0
912,846.0,47.0,54.0,2.0,50.0,3.0,44.0,0.0,0.0
913,847.0,42.0,14.0,44.0,27.0,15.0,48.0,1.0,40484388.84
914,848.0,56.0,34.0,17.0,32.0,47.0,27.0,1.0,1351049.04
915,849.0,8.0,39.0,9.0,58.0,44.0,49.0,0.0,0.0
916,850.0,60.0,22.0,59.0,25.0,44.0,7.0,0.0,0.0
917,851.0,16.0,32.0,35.0,58.0,19.0,3.0,3.0,4966312.44
918,,,,,,,,,
919,,,,,,,,,
920,852.0,14.0,38.0,6.0,23.0,44.0,34.0,0.0,0.0
921,853.0,51.0,30.0,59.0,46.0,38.0,56.0,0.0,0.0
922,854.0,17.0,3.0,24.0,27.0,44.0,25.0,0.0,0.0
923,855.0,42.0,3.0,24.0,53.0,43.0,31.0,0.0,0.0
924,856.0,11.0,40.0,41.0,47.0,15.0,42.0,0.0,0.0
925,857.0,17.0,59.0,49.0,2.0,3.0,50.0,0.0,0.0
926,858.0,31.0,37.0,54.0,23.0,4.0,18.0,2.0,8889537.74
927,,,,,,,,,
928,859.0,46.0,47.0,12.0,57.0,34.0,9.0,0.0,0.0
929,860.0,22.0,8.0,17.0,42.0,44.0,2.0,0.0,0.0
930,861.0,42.0,40.0,60.0,59.0,47.0,39.0,1.0,10840760.96
931,862.0,19.0,35.0,12.0,2.0,11.0,8.0,1.0,1152211.3
932,863.0,32.0,53.0,50.0,57.0,15.0,24.0,0.0,0.0
933,864.0,31.0,11.0,33.0,42.0,57.0,8.0,0.0,0.0
934,865.0,27.0,23.0,41.0,51.0,26.0,53.0,0.0,0.0
935,866.0,36.0,48.0,27.0,40.0,5.0,46.0,0.0,0.0
936,867.0,54.0,26.0,28.0,19.0,44.0,10.0,0.0,0.0
937,868.0,57.0,51.0,21.0,22.0,25.0,40.0,0.0,0.0
938,869.0,29.0,42.0,50.0,51.0,49.0,27.0,1.0,16192436.64
939,870.0,52.0,8.0,43.0,34.0,40.0,21.0,0.0,0.0
940,871.0,17.0,5.0,58.0,1.0,47.0,10.0,0.0,0.0
941,872.0,18.0,55.0,58.0,43.0,31.0,5.0,0.0,0.0
942,873.0,57.0,59.0,4.0,34.0,19.0,30.0,0.0,0.0
943,874.0,59.0,20.0,52.0,42.0,44.0,10.0,0.0,0.0
944,875.0,53.0,18.0,36.0,58.0,24.0,20.0,1.0,26631943.24
945,876.0,4.0,12.0,41.0,45.0,60.0,8.0,0.0,0.0
946,877.0,13.0,15.0,20.0,31.0,28.0,36.0,0.0,0.0
947,878.0,37.0,12.0,43.0,38.0,11.0,54.0,0.0,0.0
948,879.0,29.0,10.0,46.0,35.0,42.0,28.0,0.0,0.0
949,880.0,51.0,30.0,49.0,25.0,37.0,46.0,0.0,0.0
950,881.0,43.0,24.0,4.0,51.0,18.0,56.0,0.0,0.0
951,882.0,42.0,45.0,44.0,60.0,41.0,17.0,1.0,21492982.24
952,883.0,21.0,37.0,60.0,32.0,52.0,53.0,0.0,0.0
953,884.0,22.0,11.0,2.0,14.0,39.0,12.0,0.0,0.0
954,885.0,13.0,4.0,31.0,33.0,47.0,51.0,0.0,0.0
955,886.0,50.0,55.0,37.0,33.0,59.0,17.0,0.0,0.0
956,887.0,44.0,12.0,32.0,21.0,1.0,34.0,0.0,0.0
957,888.0,50.0,24.0,40.0,54.0,52.0,60.0,1.0,18947548.96
958,889.0,34.0,54.0,20.0,39.0,60.0,24.0,0.0,0.0
959,890.0,9.0,21.0,22.0,7.0,17.0,54.0,0.0,0.0
960,891.0,15.0,22.0,19.0,35.0,34.0,16.0,0.0,0.0
961,892.0,1.0,49.0,52.0,42.0,19.0,44.0,0.0,0.0
962,893.0,56.0,53.0,51.0,26.0,18.0,3.0,0.0,0.0
963,894.0,37.0,24.0,44.0,28.0,20.0,41.0,0.0,0.0
964,895.0,2.0,55.0,41.0,43.0,57.0,58.0,0.0,0.0
965,896.0,31.0,11.0,41.0,35.0,22.0,5.0,0.0,0.0
966,897.0,21.0,57.0,46.0,22.0,7.0,43.0,0.0,0.0
967,898.0,4.0,8.0,3.0,54.0,45.0,30.0,2.0,27782053.83
968,,,,,,,,,
969,899.0,58.0,18.0,54.0,36.0,53.0,20.0,0.0,0.0
970,900.0,4.0,21.0,59.0,18.0,38.0,34.0,1.0,23334752.92
971,901.0,32.0,34.0,16.0,13.0,56.0,33.0,0.0,0.0
972,902.0,52.0,55.0,23.0,50.0,58.0,18.0,0.0,0.0
973,903.0,17.0,5.0,32.0,55.0,20.0,41.0,0.0,0.0
974,904.0,32.0,44.0,59.0,53.0,48.0,51.0,0.0,0.0
975,905.0,4.0,15.0,57.0,55.0,2.0,16.0,1.0,18405503.18
976,906.0,35.0,39.0,29.0,24.0,7.0,14.0,1.0,1583115.71
977,907.0,9.0,41.0,53.0,37.0,36.0,51.0,0.0,0.0
978,908.0,19.0,1.0,9.0,25.0,50.0,52.0,0.0,0.0
979,909.0,42.0,17.0,26.0,38.0,28.0,22.0,0.0,0.0
980,910.0,53.0,29.0,36.0,3.0,15.0,27.0,0.0,0.0
981,911.0,49.0,46.0,1.0,29.0,6.0,28.0,1.0,15981772.55
982,912.0,26.0,21.0,54.0,4.0,19.0,29.0,0.0,0.0
983,913.0,30.0,14.0,59.0,36.0,46.0,38.0,1.0,2915782.13
984,914.0,33.0,51.0,9.0,23.0,45.0,12.0,0.0,0.0
985,915.0,20.0,28.0,49.0,26.0,17.0,48.0,1.0,9448268.16
986,916.0,33.0,37.0,5.0,38.0,28.0,36.0,0.0,0.0
987,917.0,23.0,59.0,25.0,47.0,46.0,30.0,0.0,0.0
988,918.0,38.0,44.0,8.0,4.0,12.0,52.0,0.0,0.0
989,919.0,43.0,25.0,41.0,60.0,31.0,3.0,0.0,0.0
990,920.0,17.0,57.0,55.0,24.0,52.0,5.0,0.0,0.0
991,921.0,35.0,41.0,1.0,57.0,9.0,48.0,0.0,0.0
992,922.0,41.0,49.0,45.0,19.0,13.0,12.0,0.0,0.0
993,923.0,53.0,39.0,2.0,50.0,57.0,15.0,0.0,0.0
994,924.0,51.0,27.0,60.0,21.0,20.0,2.0,0.0,0.0
995,925.0,52.0,37.0,46.0,8.0,22.0,36.0,1.0,40628613.64
996,926.0,40.0,41.0,34.0,33.0,21.0,59.0,0.0,0.0
997,927.0,36.0,26.0,31.0,23.0,19.0,33.0,0.0,0.0
998,928.0,32.0,10.0,49.0,60.0,4.0,33.0,1.0,5077029.42
999,929.0,16.0,49.0,35.0,39.0,57.0,27.0,0.0,0.0
1000,930.0,46.0,20.0,55.0,37.0,28.0,49.0,0.0,0.0
1001,931.0,17.0,34.0,7.0,36.0,39.0,19.0,0.0,0.0
1002,932.0,2.0,21.0,42.0,53.0,36.0,17.0,1.0,19685655.01
1003,933.0,25.0,39.0,45.0,51.0,8.0,14.0,0.0,0.0
1004,934.0,25.0,48.0,44.0,3.0,21.0,1.0,0.0,0.0
1005,935.0,7.0,45.0,18.0,13.0,29.0,31.0,0.0,0.0
1006,936.0,5.0,33.0,14.0,29.0,44.0,22.0,2.0,8699137.89
1007,,,,,,,,,
1008,937.0,22.0,41.0,2.0,30.0,21.0,52.0,0.0,0.0
1009,938.0,35.0,15.0,27.0,57.0,50.0,59.0,0.0,0.0
1010,939.0,6.0,23.0,19.0,50.0,37.0,49.0,0.0,0.0
1011,940.0,25.0,33.0,51.0,31.0,5.0,37.0,0.0,0.0
1012,941.0,11.0,15.0,10.0,27.0,60.0,53.0,0.0,0.0
1013,942.0,5.0,52.0,18.0,8.0,59.0,42.0,0.0,0.0
1014,943.0,47.0,41.0,58.0,3.0,23.0,12.0,1.0,20498366.41
1015,944.0,16.0,58.0,43.0,37.0,52.0,59.0,0.0,0.0
1016,945.0,44.0,8.0,59.0,54.0,4.0,27.0,0.0,0.0
1017,946.0,59.0,1.0,47.0,5.0,52.0,12.0,0.0,0.0
1018,947.0,33.0,11.0,3.0,58.0,14.0,5.0,1.0,16035424.27
1019,948.0,22.0,44.0,41.0,46.0,52.0,54.0,0.0,0.0
1020,949.0,44.0,1.0,51.0,52.0,41.0,23.0,0.0,0.0
1021,950.0,48.0,59.0,49.0,41.0,42.0,23.0,0.0,0.0
1022,951.0,49.0,24.0,39.0,34.0,55.0,14.0,0.0,0.0
1023,952.0,54.0,11.0,27.0,18.0,2.0,30.0,0.0,0.0
1024,953.0,55.0,48.0,1.0,39.0,16.0,42.0,1.0,20509951.37
1025,954.0,8.0,5.0,24.0,18.0,57.0,33.0,0.0,0.0
1026,955.0,35.0,5.0,32.0,21.0,33.0,12.0,2.0,5678963.92
1027,,,,,,,,,
1028,956.0,46.0,51.0,47.0,59.0,54.0,57.0,1.0,1385109.95
1029,957.0,50.0,32.0,25.0,34.0,57.0,24.0,0.0,0.0
1030,958.0,13.0,22.0,7.0,33.0,51.0,48.0,3.0,978205.14
1031,,,,,,,,,
1032,,,,,,,,,
1033,959.0,57.0,3.0,5.0,11.0,33.0,39.0,0.0,0.0
1034,960.0,34.0,6.0,33.0,18.0,53.0,19.0,0.0,0.0
1035,961.0,16.0,53.0,2.0,4.0,21.0,36.0,0.0,0.0
1036,962.0,2.0,48.0,49.0,40.0,55.0,11.0,1.0,13272508.39
1037,963.0,37.0,17.0,15.0,50.0,48.0,59.0,0.0,0.0
1038,964.0,42.0,13.0,33.0,20.0,8.0,26.0,0.0,0.0
1039,965.0,36.0,39.0,57.0,58.0,5.0,30.0,0.0,0.0
1040,966.0,1.0,58.0,26.0,28.0,4.0,41.0,0.0,0.0
1041,967.0,18.0,14.0,57.0,30.0,13.0,5.0,0.0,0.0
1042,968.0,30.0,4.0,13.0,60.0,51.0,1.0,0.0,0.0
1043,969.0,56.0,35.0,50.0,13.0,41.0,25.0,1.0,21823614.22
1044,970.0,57.0,34.0,5.0,54.0,28.0,21.0,3.0,3712467.76
1045,,,,,,,,,
1046,,,,,,,,,
1047,971.0,4.0,14.0,33.0,44.0,11.0,45.0,0.0,0.0
1048,972.0,33.0,18.0,15.0,56.0,31.0,34.0,3.0,912435.75
1049,,,,,,,,,
1050,,,,,,,,,
1051,973.0,53.0,36.0,8.0,30.0,1.0,47.0,0.0,0.0
1052,974.0,45.0,20.0,38.0,31.0,16.0,12.0,0.0,0.0
1053,975.0,33.0,9.0,37.0,40.0,41.0,30.0,0.0,0.0
1054,976.0,28.0,53.0,38.0,23.0,14.0,25.0,0.0,0.0
1055,977.0,17.0,3.0,9.0,32.0,7.0,5.0,1.0,16584111.63
1056,978.0,42.0,58.0,12.0,18.0,16.0,27.0,0.0,0.0
1057,979.0,28.0,3.0,39.0,51.0,31.0,15.0,0.0,0.0
1058,980.0,35.0,17.0,59.0,15.0,36.0,29.0,0.0,0.0
1059,981.0,8.0,41.0,53.0,1.0,58.0,34.0,0.0,0.0
1060,982.0,12.0,24.0,8.0,40.0,43.0,49.0,0.0,0.0
1061,983.0,38.0,45.0,40.0,16.0,32.0,22.0,1.0,24038180.79
1062,984.0,46.0,20.0,4.0,43.0,47.0,10.0,0.0,0.0
1063,985.0,4.0,56.0,18.0,59.0,46.0,16.0,0.0,0.0
1064,986.0,32.0,6.0,31.0,24.0,15.0,19.0,0.0,0.0
1065,987.0,47.0,27.0,13.0,31.0,34.0,58.0,0.0,0.0
1066,988.0,48.0,17.0,46.0,56.0,60.0,8.0,0.0,0.0
1067,989.0,38.0,21.0,27.0,2.0,29.0,32.0,0.0,0.0
1068,990.0,29.0,18.0,2.0,15.0,10.0,39.0,2.0,26586140.51
1069,,,,,,,,,
1070,991.0,8.0,38.0,60.0,41.0,15.0,9.0,0.0,0.0
1071,992.0,6.0,8.0,4.0,1.0,25.0,28.0,0.0,0.0
1072,993.0,26.0,25.0,42.0,60.0,5.0,24.0,0.0,0.0
1073,994.0,44.0,40.0,58.0,29.0,3.0,20.0,0.0,0.0
1074,995.0,4.0,54.0,55.0,36.0,16.0,31.0,0.0,0.0
1075,996.0,21.0,23.0,20.0,7.0,29.0,15.0,2.0,14458257.67
1076,,,,,,,,,
1077,997.0,18.0,53.0,55.0,32.0,9.0,17.0,0.0,0.0
1078,998.0,28.0,21.0,4.0,32.0,3.0,22.0,0.0,0.0
1079,999.0,44.0,36.0,55.0,58.0,18.0,24.0,0.0,0.0
1080,1000.0,49.0,58.0,53.0,39.0,38.0,29.0,0.0,0.0
1081,1001.0,15.0,37.0,27.0,12.0,60.0,51.0,0.0,0.0
1082,1002.0,3.0,31.0,7.0,25.0,40.0,58.0,1.0,24880988.57
1083,1003.0,10.0,27.0,23.0,5.0,16.0,26.0,1.0,1609524.9
1084,1004.0,45.0,47.0,29.0,40.0,44.0,43.0,0.0,0.0
1085,1005.0,6.0,41.0,4.0,37.0,12.0,42.0,1.0,12989451.54
1086,1006.0,48.0,17.0,4.0,33.0,55.0,2.0,1.0,1675260.09
1087,1007.0,49.0,27.0,4.0,36.0,52.0,37.0,0.0,0.0
1088,1008.0,7.0,15.0,42.0,48.0,34.0,13.0,0.0,0.0
1089,1009.0,34.0,12.0,1.0,6.0,58.0,29.0,2.0,2591825.61
1090,,,,,,,,,
1091,1010.0,2.0,46.0,3.0,37.0,13.0,54.0,0.0,0.0
1092,1011.0,30.0,2.0,52.0,21.0,11.0,35.0,0.0,0.0
1093,1012.0,47.0,19.0,58.0,14.0,40.0,55.0,0.0,0.0
1094,1013.0,7.0,9.0,20.0,41.0,12.0,19.0,1.0,15668367.92
1095,1014.0,60.0,57.0,9.0,25.0,8.0,41.0,0.0,0.0
1096,1015.0,49.0,8.0,28.0,3.0,26.0,17.0,0.0,0.0
1097,1016.0,11.0,9.0,25.0,5.0,60.0,20.0,1.0,13814409.97
1098,1017.0,31.0,51.0,19.0,6.0,56.0,34.0,0.0,0.0
1099,1018.0,55.0,51.0,58.0,9.0,44.0,24.0,0.0,0.0
1100,1019.0,29.0,47.0,4.0,13.0,46.0,23.0,0.0,0.0
1101,1020.0,19.0,32.0,52.0,1.0,2.0,39.0,0.0,0.0
1102,1021.0,42.0,55.0,51.0,43.0,2.0,33.0,1.0,17819642.97
1103,1022.0,31.0,21.0,40.0,39.0,56.0,5.0,0.0,0.0
1104,1023.0,45.0,40.0,2.0,7.0,18.0,8.0,0.0,0.0
1105,1024.0,28.0,53.0,18.0,39.0,22.0,29.0,0.0,0.0
1106,1025.0,52.0,40.0,29.0,27.0,28.0,10.0,0.0,0.0
1107,1026.0,10.0,33.0,51.0,53.0,6.0,17.0,0.0,0.0
1108,1027.0,20.0,18.0,47.0,44.0,60.0,33.0,0.0,0.0
1109,1028.0,54.0,26.0,34.0,51.0,20.0,52.0,0.0,0.0
1110,1029.0,17.0,5.0,16.0,24.0,20.0,32.0,1.0,32271347.11
1111,1030.0,57.0,8.0,54.0,1.0,23.0,37.0,0.0,0.0
1112,1031.0,49.0,33.0,24.0,40.0,46.0,43.0,1.0,19067463.74
1113,1032.0,57.0,43.0,15.0,29.0,26.0,16.0,0.0,0.0
1114,1033.0,39.0,6.0,5.0,33.0,54.0,17.0,0.0,0.0
1115,1034.0,20.0,42.0,1.0,3.0,49.0,18.0,0.0,0.0
1116,1035.0,51.0,60.0,1.0,11.0,59.0,26.0,0.0,0.0
1117,1036.0,27.0,39.0,36.0,10.0,41.0,52.0,1.0,44550370.27
1118,1037.0,56.0,36.0,4.0,44.0,46.0,53.0,0.0,0.0
1119,1038.0,51.0,7.0,6.0,28.0,35.0,43.0,0.0,0.0
1120,1039.0,52.0,2.0,20.0,27.0,36.0,24.0,0.0,0.0
1121,1040.0,44.0,1.0,28.0,55.0,6.0,39.0,0.0,0.0
1122,1041.0,12.0,10.0,36.0,54.0,44.0,57.0,1.0,29372147.91
1123,1042.0,25.0,46.0,51.0,18.0,13.0,30.0,0.0,0.0
1124,1043.0,25.0,14.0,51.0,48.0,60.0,21.0,0.0,0.0
1125,1044.0,58.0,10.0,39.0,11.0,13.0,35.0,0.0,0.0
1126,1045.0,31.0,6.0,5.0,17.0,50.0,1.0,0.0,0.0
1127,1046.0,57.0,40.0,28.0,42.0,54.0,55.0,1.0,23031543.81
1128,1047.0,1.0,2.0,10.0,48.0,14.0,8.0,0.0,0.0
1129,1048.0,57.0,3.0,38.0,21.0,28.0,16.0,1.0,3901088.76
1130,1049.0,34.0,17.0,52.0,5.0,2.0,29.0,1.0,1636050.81
1131,1050.0,60.0,14.0,45.0,24.0,33.0,26.0,0.0,0.0
1132,1051.0,57.0,11.0,7.0,43.0,10.0,13.0,0.0,0.0
1133,1052.0,8.0,11.0,16.0,15.0,57.0,52.0,1.0,14557865.34
1134,1053.0,15.0,42.0,27.0,53.0,34.0,49.0,1.0,1629650.34
1135,1054.0,41.0,27.0,13.0,60.0,14.0,18.0,0.0,0.0
1136,1055.0,27.0,32.0,15.0,12.0,20.0,16.0,2.0,5273833.35
1137,,,,,,,,,
1138,1056.0,38.0,8.0,50.0,53.0,59.0,6.0,1.0,1872397.32
