,Concurso,1ª Dezena,2ª Dezena,3ª Dezena,4ª Dezena,5ª Dezena,6ª Dezena,Ganhadores_Sena,Rateio_Sena
376,355.0,2.0,37.0,22.0,60.0,14.0,23.0,0.0,0.0
377,356.0,54.0,19.0,5.0,58.0,56.0,21.0,0.0,0.0
378,357.0,45.0,53.0,32.0,2.0,30.0,35.0,0.0,0.0
379,358.0,40.0,42.0,32.0,12.0,21.0,17.0,0.0,0.0
380,359.0,31.0,54.0,20.0,29.0,13.0,19.0,0.0,0.0
381,360.0,47.0,24.0,29.0,55.0,53.0,23.0,0.0,0.0
382,361.0,41.0,28.0,45.0,31.0,16.0,59.0,0.0,0.0
383,362.0,37.0,20.0,33.0,46.0,7.0,56.0,1.0,18399160.53
384,363.0,39.0,54.0,29.0,49.0,47.0,19.0,0.0,0.0
385,364.0,59.0,44.0,29.0,5.0,51.0,57.0,1.0,1307293.04
386,365.0,52.0,19.0,34.0,37.0,58.0,23.0,1.0,462752.26
387,366.0,6.0,4.0,51.0,7.0,21.0,15.0,0.0,0.0
388,367.0,52.0,49.0,27.0,33.0,12.0,10.0,1.0,1150498.02
389,368.0,13.0,50.0,38.0,32.0,44.0,29.0,0.0,0.0
390,369.0,21.0,42.0,1.0,60.0,35.0,14.0,1.0,1221738.07
391,370.0,51.0,42.0,4.0,54.0,1.0,40.0,0.0,0.0
392,371.0,23.0,33.0,39.0,4.0,60.0,18.0,0.0,0.0
393,372.0,24.0,17.0,46.0,57.0,16.0,39.0,2.0,4792658.35
394,,,,,,,,,
395,373.0,31.0,33.0,24.0,10.0,5.0,1.0,0.0,0.0
396,374.0,54.0,2.0,26.0,5.0,44.0,16.0,0.0,0.0
397,375.0,51.0,9.0,42.0,5.0,58.0,1.0,0.0,0.0
398,376.0,25.0,13.0,10.0,43.0,35.0,48.0,0.0,0.0
399,377.0,46.0,19.0,3.0,45.0,12.0,27.0,0.0,0.0
400,378.0,55.0,45.0,48.0,41.0,5.0,38.0,0.0,0.0
401,379.0,41.0,55.0,24.0,59.0,33.0,40.0,0.0,0.0
402,380.0,47.0,22.0,13.0,30.0,31.0,57.0,0.0,0.0
403,381.0,9.0,56.0,46.0,28.0,10.0,55.0,0.0,0.0
404,382.0,54.0,38.0,53.0,31.0,37.0,34.0,0.0,0.0
405,383.0,48.0,22.0,53.0,56.0,50.0,14.0,0.0,0.0
406,384.0,28.0,50.0,47.0,24.0,40.0,52.0,0.0,0.0
407,385.0,22.0,12.0,24.0,18.0,5.0,16.0,2.0,12952192.89
408,,,,,,,,,
409,386.0,39.0,54.0,43.0,36.0,17.0,35.0,0.0,0.0
410,387.0,29.0,28.0,48.0,47.0,43.0,22.0,0.0,0.0
411,388.0,52.0,48.0,53.0,58.0,23.0,36.0,0.0,0.0
412,389.0,46.0,14.0,54.0,18.0,43.0,5.0,0.0,0.0
413,390.0,7.0,22.0,34.0,12.0,38.0,53.0,1.0,17611429.97
414,391.0,7.0,15.0,35.0,16.0,40.0,4.0,0.0,0.0
415,392.0,49.0,47.0,39.0,31.0,15.0,23.0,1.0,1410917.29
416,393.0,12.0,50.0,36.0,6.0,35.0,40.0,0.0,0.0
417,394.0,15.0,49.0,42.0,5.0,45.0,35.0,0.0,0.0
418,395.0,11.0,58.0,31.0,14.0,10.0,20.0,1.0,1843709.96
419,396.0,47.0,18.0,6.0,45.0,34.0,42.0,0.0,0.0
420,397.0,32.0,24.0,2.0,5.0,1.0,46.0,0.0,0.0
421,398.0,28.0,7.0,16.0,37.0,36.0,22.0,1.0,2221289.77
422,399.0,59.0,55.0,16.0,27.0,47.0,11.0,0.0,0.0
423,400.0,29.0,59.0,13.0,10.0,54.0,28.0,0.0,0.0
424,401.0,50.0,18.0,44.0,53.0,11.0,43.0,0.0,0.0
425,402.0,27.0,43.0,58.0,5.0,16.0,56.0,0.0,0.0
426,403.0,46.0,31.0,7.0,16.0,60.0,27.0,0.0,0.0
427,404.0,24.0,38.0,58.0,1.0,40.0,28.0,0.0,0.0
428,405.0,57.0,60.0,34.0,24.0,29.0,47.0,0.0,0.0
429,406.0,47.0,32.0,48.0,12.0,38.0,2.0,0.0,0.0
430,407.0,49.0,2.0,18.0,51.0,22.0,57.0,0.0,0.0
431,408.0,49.0,44.0,33.0,28.0,56.0,14.0,1.0,18948827.67
432,409.0,26.0,49.0,25.0,18.0,31.0,34.0,0.0,0.0
433,410.0,31.0,55.0,36.0,24.0,8.0,38.0,0.0,0.0
434,411.0,10.0,56.0,12.0,31.0,45.0,38.0,0.0,0.0
435,412.0,45.0,5.0,14.0,21.0,59.0,12.0,0.0,0.0
436,413.0,35.0,53.0,29.0,33.0,2.0,4.0,0.0,0.0
437,414.0,35.0,26.0,58.0,52.0,45.0,16.0,1.0,17428452.98
438,415.0,38.0,44.0,4.0,1.0,27.0,42.0,0.0,0.0
439,416.0,13.0,1.0,23.0,56.0,54.0,33.0,0.0,0.0
440,417.0,25.0,7.0,12.0,21.0,42.0,34.0,0.0,0.0
441,418.0,45.0,8.0,32.0,49.0,15.0,52.0,2.0,1558712.24
442,,,,,,,,,
443,419.0,41.0,42.0,52.0,53.0,16.0,9.0,0.0,0.0
444,420.0,43.0,12.0,59.0,30.0,57.0,29.0,0.0,0.0
445,421.0,38.0,45.0,35.0,37.0,5.0,51.0,0.0,0.0
446,422.0,60.0,12.0,56.0,37.0,55.0,43.0,0.0,0.0
447,423.0,8.0,22.0,33.0,40.0,32.0,53.0,0.0,0.0
448,424.0,29.0,36.0,27.0,18.0,59.0,46.0,0.0,0.0
449,425.0,6.0,16.0,10.0,34.0,47.0,42.0,1.0,18979599.19
450,426.0,7.0,32.0,54.0,50.0,30.0,37.0,0.0,0.0
451,427.0,51.0,13.0,43.0,24.0,3.0,14.0,0.0,0.0
452,428.0,60.0,8.0,32.0,28.0,46.0,30.0,0.0,0.0
453,429.0,55.0,32.0,17.0,36.0,26.0,43.0,0.0,0.0
454,430.0,50.0,21.0,10.0,25.0,38.0,8.0,1.0,14410708.81
455,431.0,58.0,26.0,40.0,37.0,47.0,52.0,0.0,0.0
456,432.0,50.0,17.0,13.0,27.0,4.0,39.0,0.0,0.0
457,433.0,36.0,17.0,28.0,16.0,54.0,30.0,0.0,0.0
458,434.0,24.0,17.0,4.0,54.0,30.0,10.0,0.0,0.0
459,435.0,37.0,11.0,17.0,31.0,43.0,10.0,0.0,0.0
460,436.0,1.0,6.0,57.0,29.0,48.0,7.0,0.0,0.0
461,437.0,54.0,10.0,59.0,44.0,30.0,7.0,0.0,0.0
462,438.0,38.0,48.0,14.0,3.0,11.0,5.0,0.0,0.0
463,439.0,42.0,13.0,20.0,29.0,43.0,57.0,0.0,0.0
464,440.0,46.0,23.0,30.0,47.0,5.0,3.0,0.0,0.0
465,441.0,2.0,15.0,58.0,10.0,59.0,21.0,0.0,0.0
466,442.0,15.0,31.0,23.0,6.0,59.0,37.0,1.0,19946601.01
467,443.0,11.0,36.0,17.0,26.0,52.0,48.0,0.0,0.0
468,444.0,48.0,52.0,57.0,24.0,3.0,33.0,0.0,0.0
469,445.0,31.0,50.0,7.0,53.0,32.0,20.0,0.0,0.0
470,446.0,11.0,20.0,8.0,47.0,12.0,17.0,2.0,1767117.91
471,,,,,,,,,
472,447.0,24.0,55.0,15.0,33.0,25.0,42.0,0.0,0.0
473,448.0,5.0,3.0,52.0,45.0,9.0,51.0,0.0,0.0
474,449.0,34.0,56.0,24.0,1.0,49.0,8.0,0.0,0.0
475,450.0,59.0,51.0,13.0,1.0,9.0,50.0,0.0,0.0
476,451.0,23.0,18.0,31.0,17.0,53.0,28.0,0.0,0.0
477,452.0,54.0,11.0,51.0,16.0,36.0,30.0,0.0,0.0
478,453.0,58.0,52.0,8.0,34.0,20.0,23.0,0.0,0.0
479,454.0,4.0,17.0,42.0,56.0,46.0,24.0,0.0,0.0
480,455.0,50.0,15.0,17.0,2.0,14.0,59.0,0.0,0.0
481,456.0,17.0,40.0,22.0,27.0,33.0,3.0,0.0,0.0
482,457.0,48.0,15.0,24.0,27.0,17.0,32.0,3.0,10000441.74
483,,,,,,,,,
484,,,,,,,,,
485,458.0,43.0,53.0,13.0,32.0,34.0,24.0,0.0,0.0
486,459.0,43.0,17.0,8.0,15.0,49.0,39.0,0.0,0.0
487,460.0,19.0,55.0,30.0,23.0,37.0,49.0,0.0,0.0
488,461.0,30.0,17.0,20.0,29.0,15.0,60.0,0.0,0.0
489,462.0,27.0,48.0,17.0,19.0,26.0,22.0,0.0,0.0
490,463.0,7.0,18.0,2.0,45.0,3.0,53.0,0.0,0.0
491,464.0,6.0,33.0,45.0,38.0,24.0,50.0,1.0,28414544.43
492,465.0,46.0,31.0,1.0,57.0,22.0,51.0,0.0,0.0
493,466.0,28.0,16.0,45.0,29.0,30.0,11.0,0.0,0.0
494,467.0,38.0,21.0,8.0,22.0,18.0,60.0,0.0,0.0
495,468.0,23.0,6.0,25.0,39.0,51.0,5.0,0.0,0.0
496,469.0,29.0,47.0,42.0,21.0,13.0,26.0,2.0,2596432.92
497,,,,,,,,,
498,470.0,51.0,58.0,23.0,11.0,8.0,37.0,0.0,0.0
499,471.0,51.0,59.0,31.0,5.0,36.0,32.0,0.0,0.0
500,472.0,12.0,3.0,38.0,29.0,51.0,4.0,0.0,0.0
501,473.0,51.0,7.0,58.0,49.0,23.0,41.0,0.0,0.0
502,474.0,34.0,3.0,12.0,50.0,32.0,40.0,0.0,0.0
503,475.0,19.0,6.0,43.0,52.0,8.0,22.0,0.0,0.0
504,476.0,38.0,43.0,20.0,55.0,17.0,58.0,0.0,0.0
505,477.0,47.0,34.0,8.0,6.0,18.0,38.0,3.0,10401481.92
506,,,,,,,,,
507,,,,,,,,,
508,478.0,30.0,8.0,31.0,3.0,21.0,25.0,0.0,0.0
509,479.0,20.0,54.0,58.0,26.0,41.0,46.0,0.0,0.0
510,480.0,36.0,38.0,33.0,14.0,49.0,41.0,0.0,0.0
511,481.0,42.0,6.0,24.0,44.0,22.0,13.0,3.0,6796888.03
512,,,,,,,,,
513,,,,,,,,,
514,482.0,13.0,56.0,12.0,33.0,53.0,54.0,0.0,0.0
515,483.0,16.0,23.0,35.0,18.0,44.0,59.0,0.0,0.0
516,484.0,53.0,19.0,38.0,18.0,17.0,49.0,0.0,0.0
517,485.0,38.0,28.0,52.0,30.0,19.0,57.0,0.0,0.0
518,486.0,50.0,42.0,19.0,8.0,30.0,14.0,1.0,5125800.12
519,487.0,25.0,22.0,48.0,52.0,54.0,8.0,2.0,467702.34
520,,,,,,,,,
521,488.0,30.0,39.0,35.0,43.0,15.0,57.0,0.0,0.0
522,489.0,28.0,36.0,17.0,53.0,33.0,59.0,0.0,0.0
523,490.0,5.0,11.0,29.0,54.0,23.0,58.0,1.0,11070173.5
524,491.0,22.0,43.0,15.0,55.0,9.0,1.0,1.0,849344.26
525,492.0,57.0,2.0,15.0,6.0,56.0,18.0,0.0,0.0
526,493.0,54.0,20.0,3.0,18.0,42.0,24.0,0.0,0.0
527,494.0,28.0,32.0,49.0,53.0,18.0,20.0,0.0,0.0
528,495.0,36.0,15.0,60.0,8.0,29.0,49.0,0.0,0.0
529,496.0,41.0,20.0,19.0,29.0,59.0,10.0,0.0,0.0
530,497.0,9.0,41.0,32.0,13.0,58.0,20.0,0.0,0.0
531,498.0,49.0,28.0,2.0,6.0,57.0,50.0,0.0,0.0
532,499.0,59.0,1.0,11.0,5.0,44.0,4.0,1.0,8698099.22
533,500.0,35.0,21.0,54.0,29.0,38.0,36.0,1.0,9394248.83
534,501.0,34.0,27.0,56.0,28.0,16.0,39.0,0.0,0.0
535,502.0,50.0,7.0,33.0,21.0,24.0,13.0,2.0,730915.33
536,,,,,,,,,
537,503.0,10.0,21.0,48.0,27.0,49.0,7.0,0.0,0.0
538,504.0,39.0,19.0,11.0,8.0,50.0,30.0,0.0,0.0
539,505.0,47.0,20.0,52.0,3.0,46.0,28.0,0.0,0.0
540,506.0,31.0,37.0,34.0,15.0,38.0,4.0,0.0,0.0
541,507.0,44.0,58.0,5.0,27.0,33.0,3.0,2.0,1963484.53
542,,,,,,,,,
543,508.0,46.0,56.0,5.0,15.0,45.0,10.0,0.0,0.0
544,509.0,32.0,55.0,34.0,35.0,28.0,33.0,0.0,0.0
545,510.0,30.0,45.0,58.0,1.0,4.0,41.0,2.0,4252983.06
546,,,,,,,,,
547,511.0,8.0,36.0,34.0,37.0,3.0,4.0,0.0,0.0
548,512.0,8.0,40.0,58.0,4.0,53.0,31.0,3.0,653828.5
549,,,,,,,,,
550,,,,,,,,,
551,513.0,46.0,10.0,27.0,19.0,33.0,39.0,0.0,0.0
552,514.0,15.0,52.0,40.0,36.0,51.0,42.0,0.0,0.0
553,515.0,39.0,16.0,57.0,15.0,45.0,48.0,0.0,0.0
554,516.0,24.0,5.0,34.0,13.0,35.0,33.0,0.0,0.0
555,517.0,51.0,32.0,8.0,28.0,38.0,7.0,0.0,0.0
556,518.0,44.0,8.0,5.0,15.0,18.0,10.0,0.0,0.0
557,519.0,9.0,36.0,15.0,19.0,42.0,22.0,0.0,0.0
558,520.0,32.0,34.0,17.0,35.0,9.0,12.0,0.0,0.0
559,521.0,28.0,32.0,38.0,25.0,15.0,45.0,0.0,0.0
560,522.0,49.0,52.0,15.0,25.0,14.0,6.0,0.0,0.0
561,523.0,45.0,58.0,40.0,39.0,28.0,44.0,0.0,0.0
562,524.0,47.0,29.0,34.0,48.0,19.0,41.0,1.0,42794697.56
563,525.0,26.0,32.0,24.0,49.0,8.0,10.0,2.0,10208722.99
564,,,,,,,,,
565,526.0,3.0,59.0,21.0,36.0,55.0,31.0,0.0,0.0
566,527.0,17.0,14.0,50.0,52.0,6.0,26.0,0.0,0.0
567,528.0,34.0,28.0,37.0,12.0,8.0,31.0,0.0,0.0
568,529.0,56.0,45.0,13.0,33.0,38.0,1.0,15.0,348732.75
569,,,,,,,,,
570,,,,,,,,,
571,,,,,,,,,
572,,,,,,,,,
573,,,,,,,,,
574,,,,,,,,,
575,,,,,,,,,
576,,,,,,,,,
577,,,,,,,,,
578,,,,,,,,,
579,,,,,,,,,
580,,,,,,,,,
581,,,,,,,,,
582,,,,,,,,,
583,530.0,32.0,21.0,25.0,1.0,6.0,49.0,0.0,0.0
584,531.0,3.0,1.0,35.0,7.0,18.0,50.0,0.0,0.0
585,532.0,13.0,4.0,12.0,53.0,9.0,52.0,0.0,0.0
586,533.0,27.0,18.0,13.0,59.0,21.0,53.0,0.0,0.0
587,534.0,48.0,57.0,23.0,8.0,31.0,3.0,1.0,15184658.12
588,535.0,49.0,14.0,47.0,56.0,6.0,28.0,1.0,7834139.14
589,536.0,14.0,22.0,25.0,15.0,37.0,23.0,0.0,0.0
590,537.0,37.0,3.0,19.0,34.0,39.0,7.0,1.0,2054340.05
591,538.0,45.0,43.0,56.0,25.0,52.0,3.0,0.0,0.0
592,539.0,16.0,50.0,55.0,6.0,47.0,19.0,0.0,0.0
593,540.0,22.0,4.0,30.0,44.0,28.0,49.0,0.0,0.0
594,541.0,58.0,57.0,27.0,13.0,49.0,52.0,1.0,9144543.5
595,542.0,49.0,4.0,19.0,28.0,35.0,6.0,0.0,0.0
596,543.0,35.0,54.0,37.0,42.0,49.0,46.0,1.0,1836749.58
597,544.0,11.0,33.0,56.0,47.0,17.0,34.0,0.0,0.0
598,545.0,43.0,35.0,57.0,29.0,40.0,17.0,1.0,6409645.53
599,546.0,46.0,4.0,54.0,17.0,13.0,5.0,0.0,0.0
600,547.0,4.0,59.0,13.0,53.0,28.0,30.0,1.0,1746857.35
601,548.0,51.0,49.0,14.0,47.0,59.0,58.0,0.0,0.0
602,549.0,13.0,51.0,58.0,22.0,46.0,8.0,0.0,0.0
603,550.0,17.0,56.0,16.0,38.0,39.0,45.0,0.0,0.0
604,551.0,56.0,48.0,57.0,21.0,12.0,46.0,0.0,0.0
605,552.0,22.0,54.0,52.0,47.0,49.0,9.0,0.0,0.0
606,553.0,43.0,46.0,58.0,53.0,54.0,4.0,0.0,0.0
607,554.0,47.0,29.0,31.0,15.0,60.0,42.0,0.0,0.0
608,555.0,49.0,5.0,23.0,33.0,45.0,31.0,1.0,23810057.19
609,556.0,8.0,45.0,30.0,33.0,17.0,10.0,0.0,0.0
610,557.0,18.0,49.0,38.0,23.0,8.0,12.0,0.0,0.0
611,558.0,59.0,57.0,7.0,58.0,31.0,14.0,0.0,0.0
612,559.0,53.0,25.0,36.0,13.0,17.0,6.0,1.0,3707152.54
613,560.0,32.0,18.0,11.0,30.0,2.0,58.0,0.0,0.0
614,561.0,39.0,49.0,36.0,20.0,55.0,1.0,0.0,0.0
615,562.0,37.0,35.0,23.0,16.0,57.0,55.0,0.0,0.0
616,563.0,34.0,8.0,23.0,44.0,51.0,5.0,0.0,0.0
617,564.0,38.0,13.0,32.0,20.0,10.0,49.0,0.0,0.0
618,565.0,31.0,37.0,35.0,7.0,45.0,34.0,0.0,0.0
619,566.0,17.0,6.0,20.0,18.0,13.0,37.0,0.0,0.0
620,567.0,57.0,58.0,11.0,38.0,41.0,31.0,0.0,0.0
621,568.0,25.0,41.0,17.0,29.0,13.0,22.0,0.0,0.0
622,569.0,32.0,15.0,14.0,9.0,3.0,57.0,1.0,46663532.7
623,570.0,35.0,32.0,36.0,33.0,51.0,15.0,0.0,0.0
624,571.0,14.0,31.0,12.0,13.0,51.0,50.0,0.0,0.0
625,572.0,33.0,3.0,20.0,60.0,9.0,16.0,0.0,0.0
626,573.0,59.0,29.0,17.0,6.0,40.0,22.0,0.0,0.0
627,574.0,32.0,23.0,2.0,10.0,44.0,17.0,0.0,0.0
628,575.0,18.0,29.0,21.0,48.0,35.0,5.0,2.0,25737016.52
629,,,,,,,,,
630,576.0,18.0,43.0,52.0,39.0,7.0,8.0,0.0,0.0
631,577.0,31.0,47.0,28.0,23.0,8.0,24.0,0.0,0.0
632,578.0,48.0,3.0,58.0,18.0,56.0,23.0,1.0,3982872.62
633,579.0,15.0,34.0,39.0,17.0,4.0,9.0,1.0,1175432.13
634,580.0,38.0,16.0,18.0,28.0,15.0,47.0,0.0,0.0
635,581.0,30.0,25.0,52.0,14.0,39.0,17.0,1.0,11781320.02
636,582.0,13.0,40.0,29.0,59.0,45.0,51.0,0.0,0.0
637,583.0,55.0,6.0,41.0,20.0,43.0,7.0,0.0,0.0
638,584.0,30.0,53.0,23.0,7.0,32.0,8.0,0.0,0.0
639,585.0,24.0,39.0,12.0,33.0,57.0,36.0,1.0,10166807.68
640,586.0,45.0,38.0,13.0,11.0,54.0,39.0,0.0,0.0
641,587.0,30.0,2.0,36.0,18.0,60.0,29.0,0.0,0.0
642,588.0,45.0,13.0,46.0,55.0,53.0,11.0,0.0,0.0
643,589.0,13.0,7.0,33.0,59.0,6.0,8.0,0.0,0.0
644,590.0,25.0,51.0,5.0,18.0,4.0,28.0,0.0,0.0
645,591.0,58.0,3.0,18.0,50.0,34.0,1.0,0.0,0.0
646,592.0,55.0,14.0,59.0,47.0,13.0,42.0,0.0,0.0
647,593.0,27.0,29.0,1.0,59.0,25.0,49.0,0.0,0.0
648,594.0,10.0,53.0,55.0,29.0,13.0,47.0,0.0,0.0
649,595.0,54.0,2.0,43.0,1.0,50.0,25.0,0.0,0.0
650,596.0,43.0,60.0,28.0,11.0,54.0,14.0,0.0,0.0
651,597.0,42.0,40.0,27.0,22.0,56.0,29.0,0.0,0.0
652,598.0,5.0,16.0,53.0,38.0,50.0,34.0,2.0,23179951.19
653,,,,,,,,,
654,599.0,6.0,45.0,51.0,9.0,23.0,4.0,0.0,0.0
655,600.0,18.0,39.0,54.0,34.0,31.0,16.0,0.0,0.0
656,601.0,37.0,19.0,29.0,30.0,10.0,22.0,0.0,0.0
657,602.0,38.0,60.0,13.0,7.0,55.0,46.0,0.0,0.0
658,603.0,4.0,8.0,11.0,29.0,12.0,44.0,1.0,24750883.61
659,604.0,41.0,49.0,51.0,25.0,15.0,46.0,0.0,0.0
660,605.0,44.0,52.0,53.0,4.0,49.0,24.0,0.0,0.0
661,606.0,41.0,6.0,23.0,55.0,32.0,35.0,1.0,11878491.65
662,607.0,6.0,59.0,11.0,27.0,19.0,41.0,0.0,0.0
663,608.0,30.0,6.0,37.0,19.0,24.0,13.0,0.0,0.0
664,609.0,15.0,2.0,59.0,60.0,6.0,58.0,0.0,0.0
665,610.0,25.0,49.0,30.0,43.0,47.0,45.0,0.0,0.0
666,611.0,22.0,21.0,33.0,16.0,48.0,49.0,0.0,0.0
667,612.0,55.0,33.0,15.0,50.0,53.0,18.0,0.0,0.0
668,613.0,54.0,55.0,13.0,44.0,6.0,19.0,0.0,0.0
669,614.0,60.0,31.0,12.0,48.0,57.0,16.0,0.0,0.0
670,615.0,27.0,31.0,8.0,10.0,51.0,5.0,0.0,0.0
671,616.0,24.0,16.0,26.0,54.0,12.0,2.0,0.0,0.0
672,617.0,25.0,5.0,49.0,36.0,33.0,3.0,2.0,17791387.59
673,,,,,,,,,
674,618.0,60.0,10.0,3.0,8.0,24.0,13.0,0.0,0.0
675,619.0,16.0,12.0,46.0,14.0,8.0,19.0,0.0,0.0
676,620.0,22.0,1.0,29.0,13.0,32.0,3.0,0.0,0.0
677,621.0,29.0,31.0,50.0,26.0,57.0,49.0,0.0,0.0
678,622.0,59.0,27.0,19.0,29.0,50.0,38.0,0.0,0.0
679,623.0,42.0,23.0,55.0,30.0,9.0,49.0,0.0,0.0
680,624.0,39.0,23.0,34.0,52.0,8.0,43.0,1.0,22375180.08
681,625.0,59.0,12.0,32.0,42.0,24.0,40.0,0.0,0.0
682,626.0,49.0,8.0,22.0,18.0,7.0,39.0,0.0,0.0
683,627.0,19.0,13.0,45.0,58.0,56.0,1.0,0.0,0.0
684,628.0,8.0,16.0,22.0,56.0,58.0,30.0,1.0,17373966.13
685,629.0,40.0,47.0,39.0,16.0,51.0,15.0,1.0,1104456.38
686,630.0,16.0,53.0,20.0,60.0,12.0,45.0,0.0,0.0
687,631.0,1.0,28.0,47.0,20.0,44.0,32.0,1.0,10579247.17
688,632.0,2.0,54.0,48.0,51.0,19.0,28.0,0.0,0.0
689,633.0,27.0,46.0,5.0,50.0,11.0,22.0,0.0,0.0
690,634.0,13.0,41.0,24.0,42.0,10.0,56.0,0.0,0.0
691,635.0,49.0,42.0,37.0,8.0,20.0,26.0,0.0,0.0
692,636.0,30.0,32.0,34.0,50.0,28.0,26.0,0.0,0.0
693,637.0,52.0,58.0,43.0,48.0,11.0,18.0,0.0,0.0
694,638.0,42.0,10.0,50.0,41.0,11.0,36.0,0.0,0.0
695,639.0,51.0,39.0,35.0,60.0,45.0,13.0,0.0,0.0
696,640.0,12.0,42.0,59.0,46.0,19.0,60.0,0.0,0.0
697,641.0,17.0,13.0,33.0,9.0,1.0,34.0,1.0,31923289.19
698,642.0,51.0,17.0,56.0,36.0,44.0,40.0,0.0,0.0
699,643.0,14.0,45.0,24.0,37.0,40.0,42.0,0.0,0.0
700,644.0,57.0,29.0,31.0,27.0,34.0,14.0,0.0,0.0
701,645.0,52.0,48.0,24.0,53.0,54.0,3.0,0.0,0.0
702,646.0,13.0,47.0,60.0,32.0,49.0,10.0,0.0,0.0
703,647.0,56.0,19.0,11.0,14.0,12.0,54.0,1.0,17603353.15
704,648.0,5.0,48.0,23.0,42.0,45.0,29.0,3.0,361199.61
705,,,,,,,,,
706,,,,,,,,,
707,649.0,9.0,54.0,41.0,48.0,33.0,24.0,0.0,0.0
708,650.0,53.0,59.0,25.0,29.0,10.0,24.0,0.0,0.0
709,651.0,39.0,45.0,28.0,26.0,48.0,60.0,0.0,0.0
710,652.0,24.0,18.0,57.0,56.0,10.0,20.0,0.0,0.0
711,653.0,31.0,24.0,19.0,34.0,9.0,5.0,0.0,0.0
712,654.0,10.0,11.0,56.0,40.0,41.0,6.0,1.0,15767596.35
713,655.0,26.0,39.0,1.0,37.0,43.0,48.0,0.0,0.0
714,656.0,59.0,37.0,46.0,36.0,35.0,51.0,0.0,0.0
715,657.0,20.0,59.0,58.0,33.0,60.0,16.0,1.0,11354235.39
716,658.0,41.0,20.0,36.0,3.0,11.0,6.0,0.0,0.0
717,659.0,14.0,29.0,40.0,34.0,51.0,52.0,0.0,0.0
718,660.0,53.0,5.0,38.0,54.0,46.0,11.0,0.0,0.0
719,661.0,42.0,40.0,27.0,4.0,55.0,36.0,0.0,0.0
720,662.0,4.0,60.0,56.0,25.0,18.0,23.0,0.0,0.0
721,663.0,1.0,49.0,30.0,55.0,27.0,51.0,0.0,0.0
722,664.0,12.0,1.0,55.0,59.0,38.0,36.0,0.0,0.0
723,665.0,8.0,47.0,7.0,48.0,25.0,18.0,0.0,0.0
724,666.0,7.0,26.0,16.0,29.0,45.0,55.0,0.0,0.0
725,667.0,5.0,23.0,16.0,4.0,49.0,1.0,1.0,34263173.55
726,668.0,49.0,33.0,56.0,2.0,14.0,1.0,0.0,0.0
727,669.0,7.0,41.0,24.0,40.0,49.0,27.0,1.0,2170216.15
728,670.0,42.0,59.0,58.0,37.0,48.0,22.0,0.0,0.0
729,671.0,27.0,16.0,39.0,51.0,9.0,38.0,0.0,0.0
730,672.0,43.0,34.0,53.0,38.0,28.0,24.0,0.0,0.0
731,673.0,6.0,40.0,37.0,11.0,20.0,34.0,0.0,0.0
732,674.0,22.0,32.0,18.0,29.0,42.0,38.0,0.0,0.0
733,675.0,50.0,42.0,30.0,25.0,43.0,24.0,0.0,0.0
734,676.0,49.0,32.0,15.0,9.0,41.0,42.0,0.0,0.0
735,677.0,25.0,10.0,48.0,8.0,32.0,55.0,0.0,0.0
736,678.0,44.0,46.0,31.0,14.0,40.0,42.0,0.0,0.0
737,679.0,37.0,21.0,54.0,3.0,58.0,25.0,1.0,51890452.61
738,680.0,44.0,2.0,26.0,5.0,3.0,22.0,0.0,0.0
739,681.0,59.0,21.0,53.0,25.0,58.0,38.0,0.0,0.0
740,682.0,60.0,37.0,47.0,36.0,4.0,27.0,0.0,0.0
741,683.0,43.0,40.0,12.0,11.0,2.0,35.0,0.0,0.0
742,684.0,50.0,37.0,33.0,40.0,19.0,17.0,0.0,0.0
743,685.0,33.0,27.0,5.0,56.0,12.0,43.0,1.0,44331219.78
744,686.0,33.0,5.0,4.0,54.0,15.0,26.0,0.0,0.0
745,687.0,59.0,48.0,1.0,7.0,41.0,14.0,0.0,0.0
746,688.0,47.0,30.0,52.0,11.0,21.0,35.0,0.0,0.0
747,689.0,6.0,60.0,7.0,31.0,49.0,51.0,0.0,0.0
748,690.0,15.0,41.0,8.0,47.0,12.0,53.0,0.0,0.0
749,691.0,55.0,16.0,58.0,8.0,37.0,50.0,0.0,0.0
750,692.0,33.0,18.0,60.0,11.0,58.0,57.0,0.0,0.0
751,693.0,14.0,50.0,41.0,17.0,31.0,13.0,0.0,0.0
752,694.0,15.0,19.0,29.0,53.0,37.0,41.0,0.0,0.0
753,695.0,13.0,40.0,21.0,52.0,6.0,11.0,0.0,0.0
754,696.0,37.0,16.0,34.0,57.0,53.0,9.0,2.0,19251302.49
755,,,,,,,,,
756,697.0,53.0,35.0,32.0,31.0,28.0,51.0,0.0,0.0
757,698.0,22.0,8.0,27.0,43.0,55.0,12.0,0.0,0.0
758,699.0,53.0,17.0,50.0,23.0,54.0,48.0,0.0,0.0
759,700.0,2.0,3.0,24.0,40.0,31.0,14.0,0.0,0.0
760,701.0,13.0,1.0,31.0,23.0,60.0,48.0,0.0,0.0
761,702.0,1.0,56.0,18.0,58.0,45.0,57.0,0.0,0.0
762,703.0,30.0,24.0,2.0,45.0,11.0,27.0,0.0,0.0
763,704.0,2.0,27.0,50.0,34.0,18.0,4.0,0.0,0.0
764,705.0,3.0,15.0,11.0,13.0,26.0,43.0,0.0,0.0
765,706.0,22.0,10.0,17.0,7.0,2.0,60.0,0.0,0.0
